id,n_crop,n_disease,n_medicine
216-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
217-1,[],"['果腐病', '发病初期']",['钾肥']
217-2,[],"['果腐病', '发病初期']",['钾肥']
217-3,[],"['果腐病', '发病初期']",['钾肥']
218-1,[],"['果腐病', '发病初期']",['钾肥']
218-2,[],"['果腐病', '发病初期']",['钾肥']
218-3,[],"['果腐病', '发病初期']",['钾肥']
219-1,[],"['果腐病', '发病初期']",['钾肥']
219-2,[],"['果腐病', '发病初期']",['钾肥']
219-3,[],"['果腐病', '发病初期']",['钾肥']
220-1,[],"['果腐病', '发病初期']",['钾肥']
220-2,[],"['果腐病', '发病初期']",['钾肥']
220-3,[],"['果腐病', '发病初期']",['钾肥']
221-2,[],"['果腐病', '发病初期']",['钾肥']
221-3,[],"['果腐病', '发病初期']",['钾肥']
222-1,[],"['果腐病', '发病初期']",['钾肥']
222-2,[],"['果腐病', '发病初期']",['钾肥']
222-3,[],"['果腐病', '发病初期']",['钾肥']
223-1,[],"['果腐病', '发病初期']",['钾肥']
223-2,[],"['果腐病', '发病初期']",['钾肥']
223-3,[],"['果腐病', '发病初期']",['钾肥']
224-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
224-2,[],"['果腐病', '发病初期']",['钾肥']
224-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
225-1,[],"['果腐病', '发病初期']",['钾肥']
225-2,[],"['果腐病', '发病初期']",['钾肥']
225-3,[],"['果腐病', '发病初期']",['钾肥']
226-1,[],"['果腐病', '发病初期']",['钾肥']
226-2,[],"['果腐病', '发病初期']",['钾肥']
226-3,[],"['果腐病', '发病初期']",['钾肥']
227-1,[],"['果腐病', '发病初期']",['钾肥']
227-2,[],"['果腐病', '发病初期']",['钾肥']
227-3,[],"['果腐病', '发病初期']",['钾肥']
228-1,[],"['果腐病', '发病初期']",['钾肥']
228-2,[],"['果腐病', '发病初期']",['钾肥']
228-3,[],"['果腐病', '发病初期']",['钾肥']
229-1,[],"['果腐病', '发病初期']",['钾肥']
229-2,[],"['果腐病', '发病初期']",['钾肥']
229-3,[],"['果腐病', '发病初期']",['钾肥']
230-1,[],"['果腐病', '发病初期']",['钾肥']
230-2,[],"['果腐病', '发病初期']",['钾肥']
230-3,[],"['果腐病', '发病初期']",['钾肥']
231-1,[],"['果腐病', '发病初期']",['钾肥']
231-2,[],"['果腐病', '发病初期']",['钾肥']
231-3,[],"['果腐病', '发病初期']",['钾肥']
232-1,[],"['果腐病', '发病初期']",['钾肥']
232-2,[],"['果腐病', '发病初期']",['钾肥']
232-3,[],"['果腐病', '发病初期']",['钾肥']
233-1,[],"['果腐病', '发病初期']",['钾肥']
233-2,[],"['果腐病', '发病初期']",['钾肥']
233-3,[],"['果腐病', '发病初期']",['钾肥']
234-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
234-2,[],"['果腐病', '发病初期']",['钾肥']
234-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
235-1,[],"['果腐病', '发病初期']",['钾肥']
235-2,[],"['果腐病', '发病初期']",['钾肥']
235-3,[],"['果腐病', '发病初期']",['钾肥']
236-1,[],"['果腐病', '发病初期']",['钾肥']
236-2,[],"['果腐病', '发病初期']",['钾肥']
236-3,[],"['果腐病', '发病初期']",['钾肥']
237-1,[],"['果腐病', '发病初期']",['钾肥']
237-2,[],"['果腐病', '发病初期']",['钾肥']
237-3,[],"['果腐病', '发病初期']",['钾肥']
238-1,[],"['果腐病', '发病初期']",['钾肥']
238-2,[],"['果腐病', '发病初期']",['钾肥']
238-3,[],"['果腐病', '发病初期']",['钾肥']
239-1,[],"['果腐病', '发病初期']",['钾肥']
239-2,[],"['果腐病', '发病初期']",['钾肥']
239-3,[],"['果腐病', '发病初期']",['钾肥']
240-1,[],"['果腐病', '发病初期']",['钾肥']
240-2,[],"['果腐病', '发病初期']",['钾肥']
240-3,[],"['果腐病', '发病初期']",['钾肥']
241-1,[],"['果腐病', '发病初期']",['钾肥']
241-2,[],"['果腐病', '发病初期']",['钾肥']
241-3,[],"['果腐病', '发病初期']",['钾肥']
242-1,[],"['果腐病', '发病初期']",['钾肥']
242-2,[],"['果腐病', '发病初期']",['钾肥']
242-3,[],"['果腐病', '发病初期']",['钾肥']
243-1,[],"['果腐病', '发病初期']",['钾肥']
243-2,['辣椒'],"['果腐病', '发病初期']",['钾肥']
243-3,[],"['果腐病', '发病初期']",['钾肥']
244-1,[],"['果腐病', '发病初期']",['钾肥']
244-2,[],"['果腐病', '发病初期']",['钾肥']
244-3,[],"['果腐病', '发病初期']",['钾肥']
245-1,[],"['果腐病', '发病初期']",['钾肥']
245-2,[],"['果腐病', '发病初期']",['钾肥']
245-3,[],"['果腐病', '发病初期']",['钾肥']
246-1,[],"['果腐病', '发病初期']",['钾肥']
246-2,[],"['果腐病', '发病初期']",['钾肥']
246-3,[],"['果腐病', '发病初期']",['钾肥']
247-1,[],"['果腐病', '发病初期']",['钾肥']
247-2,['辣椒'],"['果腐病', '发病初期']",['钾肥']
247-3,[],"['果腐病', '发病初期']",['钾肥']
248-1,[],"['果腐病', '发病初期']",['钾肥']
248-2,[],"['果腐病', '发病初期']",['钾肥']
248-3,[],"['果腐病', '发病初期']",['钾肥']
249-1,[],"['果腐病', '发病初期']",['钾肥']
249-2,[],"['果腐病', '发病初期']",['钾肥']
249-3,[],"['果腐病', '发病初期']",['钾肥']
250-1,[],"['果腐病', '发病初期']",['钾肥']
250-2,[],"['果腐病', '发病初期']",['钾肥']
250-3,[],"['果腐病', '发病初期']",['钾肥']
251-1,[],"['果腐病', '发病初期']",['钾肥']
251-2,['辣椒'],"['果腐病', '发病初期']",['钾肥']
251-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
252-1,[],"['果腐病', '发病初期']",['钾肥']
252-2,[],"['果腐病', '发病初期']",['钾肥']
252-3,[],"['果腐病', '发病初期']",['钾肥']
253-1,[],"['果腐病', '发病初期']",['钾肥']
253-2,[],"['果腐病', '发病初期']",['钾肥']
253-3,[],"['果腐病', '发病初期']",['钾肥']
254-1,[],"['果腐病', '发病初期']",['钾肥']
254-2,['辣椒'],"['果腐病', '发病初期']",['钾肥']
254-3,[],"['果腐病', '发病初期']",['钾肥']
255-1,[],"['果腐病', '发病初期']",['钾肥']
255-2,[],"['果腐病', '发病初期']",['钾肥']
255-3,[],"['果腐病', '发病初期']",['钾肥']
256-2,[],"['果腐病', '发病初期']",['钾肥']
256-3,[],"['果腐病', '发病初期']",['钾肥']
257-1,[],"['果腐病', '发病初期']",['钾肥']
257-2,[],"['果腐病', '发病初期']",['钾肥']
257-3,[],"['果腐病', '发病初期']",['钾肥']
258-1,[],"['果腐病', '发病初期']",['钾肥']
258-2,[],"['果腐病', '发病初期']",['钾肥']
258-3,[],"['果腐病', '发病初期']",['钾肥']
259-1,[],"['果腐病', '发病初期']",['钾肥']
259-2,[],"['果腐病', '发病初期']",['钾肥']
259-3,[],"['果腐病', '发病初期']",['钾肥']
260-1,['辣椒'],"['果腐病', '发病初期']",['钾肥']
260-2,[],"['果腐病', '发病初期']",['钾肥']
260-3,['辣椒'],"['果腐病', '发病初期']",['钾肥']
