id,text,n_crop,n_disease,n_medicine
305-2,炭疽病/n_disease ，发病初期/n_disease 45％扑霉灵/n_medicine EC1500/x －/wp 2000倍/q 或/c 50％施保功/nr WP2000/x 倍/q ，225％阿砣/n_medicine （/wkz 啶氧菌酯/n_medicine ）/wky 1000倍/q 或/c 10％世/q 高/a WG1500/x 倍/q ，75％拿/v 地/ude2 稳/v EC3000/x －/wp 4000倍/q 或/c 施保克/n_medicine 2000－/wp 3000倍/q ，50％美/b 派/nms 安/v WP500/x 倍/q 或/c 25％凯润/nr2 EC2000/x 倍/q ,[],"['炭疽病', '发病初期']","['扑霉灵', '阿砣', '啶氧菌酯', '施保克']"
305-3,炭疽病/n_disease 用/p 苯醚甲环唑/n_medicine 1000-/wp 1500倍/q 液/ng ，先/d 正/d 达/v 阿/b 米/n 妙/ad 收/v ，吡唑醚菌酯/n_medicine ，750-/wp 1500倍/q 液/ng ，杜邦/nrf 的/ude1 阿砣/n_medicine ，啶氧菌酯/n_medicine 1500-/wp 2000倍/q 液/ng 拜耳/nrf 好/d 力克/v ，戊唑醇/n_medicine 3000-/wp 4000倍/q 液/ng 先/d 正/d 达/v 好/a 迪施/nrf ，百菌清/n_medicine 100-/wp 150克/q //w 亩/q ,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
306-1,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['微生物菌剂']
306-2,你好/n_new ，这个/rz 情况/n 考虑/n_new 土壤环境/n_new 差/a ，早衰/vi ，根系吸收/n_new 不良/a 导致/v 生理性/n_new 黄化/n_new ，可用/v 枯草芽孢杆菌/n_disease 或者/c 海藻肥/n_medicine ，腐植酸/n_medicine 灌根/n_new ，叶面/n 可用/a 磷酸二氢钾/n_medicine 或者/c 碧护/n_medicine 缓解/n_new 。/wj ,[],['枯草芽孢杆菌'],"['海藻肥', '腐植酸', '磷酸二氢钾', '碧护']"
306-3,考虑温度不适/n_new ，药害/n_new 或/c 根系发育不良导致/n_disease 建议/n 随/p 水/n 冲施/n_new 腐/vg 殖/w 酸/a +枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine +磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
307-1,根腐病/n_disease 危害/vn ,[],['根腐病'],[]
307-2,枯草芽孢杆菌/n_disease +恶霉灵/n_medicine 灌根/n_new 防治/vn ,[],['枯草芽孢杆菌'],['恶霉灵']
308-1,考虑温度不适/n_new 或/c 土壤环境/n_new 差/a ，根系发育不良导致/n_disease 建议/n 随/p 水/n 冲施/n_new 腐/vg 殖/w 酸/a +枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine +磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
308-2,主要/d 是/vshi 根系发育不良/n_disease 或/c 受/v 损伤造成/n_new 吸收能力/n_new 差/a 。/wj 建议选用/n_new 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 甲壳素/n_medicine 等/udeng 灌根/n_new ，促进根系发育/n_new 。/wj ,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
308-3,根系发育不良/n_disease 及/cc 缺素/n_disease 导致/v ，可/c 喷施/n_new 氨基酸二轻钾肥/n_medicine ，冲施/n_new 水溶肥/n_medicine ，叶面/n 用/v 碧护/n_medicine ，磷酸二氢钾/n_medicine ，芸苔素/n_medicine 可/v 缓解/n_new ,[],"['根系发育不良', '缺素']","['氨基酸二轻钾肥', '水溶肥', '碧护', '磷酸二氢钾', '芸苔素']"
309-1,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
309-2,疫病/n_disease 或/c 炭疽病/n_disease 危害/v 使用/v 银法利/nrf +肟菌戊唑醇/n_medicine 防治/v ,[],"['疫病', '炭疽病']",['肟菌戊唑醇']
309-3,温度/n_new 不适/a ，用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
310-1,蓟马/n_disease 为害/v ，用/p 乙基多杀/n_new 霉素/n_new ，螺虫乙酯/n_medicine ，啶/x 虫/n 脒/w ，烯啶虫胺/n_medicine ，噻虫嗪/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['蓟马'],"['螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
310-2,图片显示/n_new 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['微生物菌剂']
310-3,你好/n_new ，打药/vi 没有/v ？/ww 考虑/n_new 用药不当/n_disease 药害/n_new 引起/v ，可用/v 碧护/n_medicine 或者/c 阿/b 泰/b 灵/a 或者/c 芸苔素内酯/n_medicine ，复配/n_new 氨基酸叶面肥/n_medicine 或者/c 黄腐酸/n_medicine 钾/n 叶面肥/n_medicine ，磷酸二氢钾/n_medicine ，喷雾/n_new 调节/n_new ，连/ulian 用/v 二次/qv ,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '黄腐酸', '叶面肥', '磷酸二氢钾']"
311-1,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
311-2,高温灼伤/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['高温灼伤'],['微生物菌剂']
311-3,温度/n_new 不适/a 或/c 用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
312-1,考虑/n_new 刺/v 吸/v 口/q 害虫/n 咬/vi 伤/v ，考虑/n_new 高效氯氟氰菊酯/n_medicine ，高氯/n_new 噻虫嗪/n_medicine ，联苯菊酯/n_medicine ，联苯菊酯/n_medicine 噻虫嗪/n_medicine ，联苯菊酯/n_medicine 噻/w 虫/n 胺/n ，都/d 可以/n_new 用/v ,[],[],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
312-2,肥害/n_disease 或/c 药害/n_new 等/udeng 外力/n 损伤造成/n_new 的/ude1 ，不/d 是/vshi 病菌/n 性病/n 害/n 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['肥害'],['微生物菌剂']
312-3,白粉/n 用/p 功夫/n 联苯菊酯/n_medicine ，吡蚜酮/n_medicine 烯啶虫胺/n_medicine 噻虫嗪/n_medicine ，吡虫啉/n_medicine 啶/x 虫/n 脒/w 防治/v 虱/w ,[],[],"['联苯菊酯', '吡蚜酮', '烯啶虫胺', '噻虫嗪', '吡虫啉']"
313-1,缺硼/n_disease 钙/n 引起/v ，叶面喷施/n_new 速乐硼/n_medicine 螯合钙/n_medicine 。/wj ,[],['缺硼'],"['速乐硼', '螯合钙']"
313-2,考虑/n_new 缺硼/n_disease 钙元素/n_medicine 导致/v ，叶面/n 用/v 碧护/n_medicine +速乐硼/n_medicine +鳌合钙/n_medicine 喷施/n_new 调节/n_new ,[],['缺硼'],"['钙元素', '碧护', '速乐硼', '鳌合钙']"
313-3,缺硼/n_disease 钙肥/n ,[],['缺硼'],[]
314-1,疑似/n_new 用药不当/n_disease 或/c 吸收/v 有害/a 物质/n 造成/v 的/ude1 副作用/n 。/wj 使用/v 氨基酸/n_medicine 或/c 海藻酸/n_medicine 叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 内/f 酯/ng 喷雾/n_new 调理/v 。/wj ,[],['用药不当'],"['氨基酸', '海藻酸', '叶面肥']"
314-2,药害/n_new 了/ule 叶面喷施/n_new 碧护/n_medicine 缓解/n_new ,[],[],['碧护']
314-3,温度/n_new 不适/a ，用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
315-1,你好/n_new ，打药/vi 没有/v ？/ww 考虑/n_new 用药不当/n_disease 药害/n_new 引起/v ，可用/v 碧护/n_medicine 或者/c 阿/b 泰/b 灵/a 或者/c 芸苔素内酯/n_medicine ，复配/n_new 氨基酸叶面肥/n_medicine 或者/c 黄腐酸/n_medicine 钾/n 叶面肥/n_medicine ，磷酸二氢钾/n_medicine ，喷雾/n_new 调节/n_new ，连/ulian 用/v 二次/qv ,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '黄腐酸', '叶面肥', '磷酸二氢钾']"
315-2,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
315-3,温度/n_new 不适/a ，用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
316-1,脐腐病/n_disease ，缺钙/n_disease 引起/v ，叶面喷施/n_new 螯合钙/n_medicine 。/wj ,[],"['脐腐病', '缺钙']",['螯合钙']
316-2,高温/n 日/ng 灼果/n_disease 注意/v 硼/n 肥/a 钙肥/n 补充/vn 补充/vn ,[],['灼果'],[]
316-3,脐腐病/n_disease 这种/r 情况/n 是/vshi 由于/p 生理性/n_new 缺钙/n_disease 造成/v   建议/n 叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 糖醇钙/n_medicine +碧护/n_medicine +磷酸二氢钾/n_medicine 喷雾/n_new 调节/n_new 防治/vn ,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
317-1,信息/n_new 太/d 少/v 了/ule 考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
317-3,考虑温度不适/n_new 引起/v ，通风/vi 不良/a ，喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n 缓解/n_new 缓解/n_new ,[],[],['氨基酸']
318-1,温度/n_new 不适/a 或是/c 用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
318-2,疑似/n_new 用药不当/n_disease 造成/v 的/ude1 副作用/n ，使用/v 氨基酸/n_medicine 或/c 海藻酸/n_medicine 叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 内/f 酯/ng 喷雾/n_new 调理/v 。/wj ,[],['用药不当'],"['氨基酸', '海藻酸', '叶面肥']"
318-3,温度/n_new 不适/a 喷药/v 不当/a 药害/n_new 引起/v ，喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n 缓解/n_new ,[],[],['氨基酸']
319-1,高温灼伤/n_disease 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['高温灼伤'],['微生物菌剂']
319-2,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
319-3,多/ad 考虑/n_new ，天气变化/n_new 。/wj 温度/n_new 不适/a ，根系吸收/n_new 不良/a ，或者/c 用药/n_new ，导致/v 生理性/n_new 症状/n ，可用/v 生物菌肥/n_medicine 灌根/n_new 养根/n_new ，叶面/n 芸苔素内酯/n_medicine 喷雾/n_new 缓解/n_new ,[],[],"['生物菌肥', '芸苔素内酯']"
320-1,温度/n_new 不适/a 或是/c 用药不当/n_disease 导致/v 的/ude1 喷施/n_new 碧护/n_medicine 缓解/n_new ,[],['用药不当'],['碧护']
320-2,你好/n_new ，病斑/n_disease 很/d 干净/a ，考虑温度不适/n_new ，考虑/n_new 药害/n_new ，气害灼伤/n_disease 导致/v 生理性/n_new 缺水/v ，可用/v 碧护/n_medicine 或者/c 芸苔素内酯/n_medicine ，磷酸二氢钾/n_medicine ，氨基酸叶面肥/n_medicine 或者/c 黄腐酸/n_medicine 钾/n 叶面肥/n_medicine 喷雾/n_new 缓解/n_new 。/wj ,[],"['病斑', '气害灼伤']","['碧护', '芸苔素内酯', '磷酸二氢钾', '氨基酸叶面肥', '黄腐酸', '叶面肥']"
320-3,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
321-1,药害/n_new ，可/c 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],[],['微生物菌剂']
321-2,用药不当/n_disease ，叶面喷施/n_new 碧护/n_medicine 或/c 芸苔素内酯/n_medicine 缓解/n_new 。/wj ,[],['用药不当'],"['碧护', '芸苔素内酯']"
321-3,考虑温度不适/n_new 或/c 药害/n_new 导致/v 叶面/n 可用/v 碧护/n_medicine +磷酸二氢钾/n_medicine 或/c 氨基酸叶面肥/n_medicine 调节/n_new ,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
322-1,多效唑/n_medicine 残留/vn 药害/n_new 。/wj 建议/n 冲施/n_new 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine ，利用/v 微生物/n 降解/v 药/n 残/an 。/wj ,[],[],"['多效唑', '微生物菌剂']"
322-2,建议/v 随/p 水/n 冲施/n_new 腐/vg 殖/w 酸/a +枯草芽孢杆菌/n_disease ，促进根系生长发育/n_new ，叶面喷施/n_new 碧护/n_medicine +磷酸二氢钾/n_medicine 调节/n_new 生长/vn ,[],['枯草芽孢杆菌'],"['碧护', '磷酸二氢钾']"
322-3,根系发育不良/n_disease 及/cc 缺素/n_disease 导致/v ，可/c 喷施/n_new 氨基酸二轻钾肥/n_medicine ，冲施/n_new 水溶肥/n_medicine ，叶面/n 用/v 碧护/n_medicine ，磷酸二氢钾/n_medicine ，芸苔素/n_medicine 可/v 缓解/n_new ,[],"['根系发育不良', '缺素']","['氨基酸二轻钾肥', '水溶肥', '碧护', '磷酸二氢钾', '芸苔素']"
323-2,花芽分化/n_new 发育/vi 不良/a 造成/v 的/ude1 畸形果/n_disease 。/wj ,[],['畸形果'],[]
323-3,畸形果/n_disease ，肥水/n 不/d 均衡/a ，氮肥过量/n_disease ，磷/n 、/wn 钾肥/n_medicine 不足/an ，开/v 花/n 坐果/n_new 时/ng 缺硼/n_disease 、/wn 钙元素/n_medicine ，激素/n 浓度/n 使用/v 不当/a 等/udeng 原因/n 造成/v   建议控制/n_new 氮肥用量/n_new ，增加磷/n_new 、/wn 钾肥/n_medicine ，叶面/n 用/v 碧护/n_medicine +速乐硼/n_medicine +鳌合钙/n_medicine 喷施/n_new 调节/n_new ,[],"['畸形果', '氮肥过量', '缺硼']","['钾肥', '钙元素', '钾肥', '碧护', '速乐硼', '鳌合钙']"
324-1,炭疽病/n_disease 危害/vn 建议使用/n_new 肟菌戊唑醇/n_medicine 或/c 氟硅唑/n_medicine 或/c 苯甲丙环唑/n_medicine 防治/vn ,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
324-2,炭疽病/n_disease ，用/v 咪鲜胺锰盐/n_medicine ，苯甲溴菌腈/n_medicine ，腐霉利/n_medicine ，炭疽/n_disease 福/n 美/ng ，溴菌腈/n_medicine ，啶氧菌酯/n_medicine ，吡唑醚菌酯/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],"['炭疽病', '炭疽']","['咪鲜胺锰盐', '苯甲溴菌腈', '腐霉利', '溴菌腈', '啶氧菌酯', '吡唑醚菌酯']"
324-3,炭疽病/n_disease ，发病初期/n_disease 45％扑霉灵/n_medicine EC1500/x －/wp 2000倍/q 或/c 50％施保功/nr WP2000/x 倍/q ，225％阿砣/n_medicine （/wkz 啶氧菌酯/n_medicine ）/wky 1000倍/q 或/c 10％世/q 高/a WG1500/x 倍/q ，75％拿/v 地/ude2 稳/v EC3000/x －/wp 4000倍/q 或/c 施保克/n_medicine 2000－/wp 3000倍/q ，50％美/b 派/nms 安/v WP500/x 倍/q 或/c 25％凯润/nr2 EC2000/x 倍/q ,[],"['炭疽病', '发病初期']","['扑霉灵', '阿砣', '啶氧菌酯', '施保克']"
325-1,疫病危害/n_disease 使用/v 银法利/nrf 或/c 克露/n_medicine 或/c 增威/nr 赢/v 绿/a 防治/vn ,[],['疫病危害'],['克露']
325-2,疫病/n_disease 用/v 烯酰吗啉/n_medicine 霜霉威/n_medicine 防治/v ,[],['疫病'],"['烯酰吗啉', '霜霉威']"
325-3,疫病/n_disease 为害/v ，用/p 银法利/nrf ，烯酰吗啉/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['疫病'],['烯酰吗啉']
326-1,是/vshi 疫病危害/n_disease ，使用/v 霜霉威盐酸盐/n_medicine 或者/c 烯酰吗啉/n_medicine 喷雾/n_new 处理/vn 。/wj ,[],['疫病危害'],"['霜霉威盐酸盐', '烯酰吗啉']"
326-2,疫病危害/n_disease ，建议选用/n_new 68·75%霜霉威/n_medicine 盐/n ·/w 氟/n 吡/w 菌胺/n_medicine 悬浮液/n_new 剂/ng 800倍/q 液/ng 、/wn 50%烯酰吗啉/n_medicine 可/v 湿性粉剂/n_medicine 1000倍/q 液/ng 等/udeng 喷施防治/n_new 。/wj ,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
326-3,有/vyou 疫病/n_disease ，用/p 银法利/nrf ，烯酰吗啉/n_medicine 喷雾/n_new 防治/vn 。/wj ,[],['疫病'],['烯酰吗啉']
327-1,像/p 温度/n_new 不适/a 喷药/v 不当/a 药害/n_new 引起/v ，喷/v 施芸/nr 苔/ng 素/ag 氨基酸/n_medicine 二氢/n 钾/n 缓解/n_new ,[],[],['氨基酸']
327-2,应/v 是/vshi 施药不当/n_disease 造成/v 的/ude1 药害/n_new 。/wj 可/v 选用/v 益/dg 沛/ag 蔬/ng 复合/n_new 微生物菌剂/n_medicine 或/c 阿泰灵/nr 等/udeng 喷施/n_new 缓解/n_new 。/wj ,[],['施药不当'],['微生物菌剂']
327-3,温度/n_new 不适/a 或/c 用药不当/n_disease 引起/v ，可/c 喷施/n_new 氨基酸/n_medicine ＋/w 磷酸二氢钾/n_medicine ，碧护/n_medicine 或/c 芸苔素内酯/n_medicine 可/v 缓解/n_new ,[],['用药不当'],"['氨基酸', '磷酸二氢钾', '碧护', '芸苔素内酯']"
328-1,若是/c 正规产品/n_new ，可以/n_new 喷施防治/n_new 蓟马/n_disease 虫/n 危害/vn 。/wj ,[],['蓟马'],[]
328-2,效果/n 不行/a ！/wt 蓟马/n_disease ，建议使用/n_new 联苯菊酯/n_medicine +烯啶虫胺/n_medicine 或/c 噻虫嗪/n_medicine 喷施防治/n_new ,[],['蓟马'],"['联苯菊酯', '烯啶虫胺', '噻虫嗪']"
328-3,效果/n 不/d 好/a 用/p 德国/nsf 拜耳/nrf 亩/q 特/d 旺/a 螺虫乙酯/n_medicine 20-/wp 30克/q //w 亩/q 先/d 正/d 达/v 阿/b 克/b 泰/b 噻虫嗪/n_medicine 2000-/wp 4000倍/q 液/ng 先/d 正/d 达/v 阿/b 立/v 卡/n 5-/wp 10毫升/q //w 亩/q 杜邦/nrf 倍/q 内/f 威/ag 溴/ng 氰/w 虫/n 酰胺/n_medicine 15-/wp 25毫升/q //w 亩/q 陶氏/nz 益农/n_new 艾绿士乙/nr 基多/ns 杀菌/vi 素/dg 20-/wp 40毫升/q //w 亩/q ,[],[],"['螺虫乙酯', '噻虫嗪', '酰胺']"
329-1,生理性/n_new 缺钙/n_disease 导致/v 的/ude1 脐腐病/n_disease ，可/v 叶面喷施/n_new 速乐硼/n_medicine ，螯合钙/n_medicine ，磷酸二氢钾/n_medicine 调理/v ,[],"['缺钙', '脐腐病']","['速乐硼', '螯合钙', '磷酸二氢钾']"
329-2,脐腐病/n_disease 危害/vn ，缺钙/n_disease 造成/v 的/ude1 。/wj 建议控制/n_new 氮/n 、/wn 钾肥/n_medicine 施用/v 量/n ，以防/v 影响钙/n_new 的/ude1 吸收/vn 与/cc 运转/vi 。/wj 喷施/n_new 糖醇钙/n_medicine 、/wn 氨基酸/n_medicine 钙/n 等/udeng 防治/vn 。/wj ,[],"['脐腐病', '缺钙']","['钾肥', '糖醇钙', '氨基酸']"
329-3,这种/r 情况/n 是/vshi 由于/p 生理性/n_new 缺钙/n_disease 造成/v   建议/n 叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 糖醇钙/n_medicine +碧护/n_medicine +磷酸二氢钾/n_medicine 喷雾/n_new 调节/n_new 防治/vn ,[],['缺钙'],"['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
330-1,根腐病/n_disease ，缺素/n_disease ，用/p 恶霉灵/n_medicine 加/v 枯草芽孢杆菌/n_disease 灌/v 墩/ng ，叶面喷施/n_new 碧护/n_medicine 和/cc 中/b 微量元素/nl 。/wj ,[],"['根腐病', '缺素', '枯草芽孢杆菌']","['恶霉灵', '碧护']"
330-2,根腐病/n_disease   ，可以选用/n_new 甲霜灵/n_medicine ，或/c ·/w 恶霉灵/n_medicine 、/wn 络氨铜/n_medicine 、/wn 枯草芽孢杆菌/n_disease ，等/udeng 药剂/n 灌根/n_new 防治/vn ，可/c 加/v 腐/vg 殖/w 酸/n 、/wn 氨基酸/n_medicine 。/wj ,[],"['根腐病', '枯草芽孢杆菌']","['甲霜灵', '恶霉灵', '络氨铜', '氨基酸']"
330-3,根腐病/n_disease -/wp 属于土/n_new 传播/vn 疾病/n ，由/p 土壤/n 中/f 残留/v 病菌/n 传染/v 导致/v 建议/n 用/p 25%甲/Mg 霜/n ·/w 霜霉威/n_medicine 125-/wp 187克/q //w 亩/q 喷雾/n_new 50%王铜/n_medicine ·/w 甲霜灵/n_medicine 100-/wp 125克/q //w 亩/q 喷雾/n_new 56%甲/Mg 硫/n ·/w 恶霉灵/n_medicine 600-/wp 800倍/q 液/ng 灌根/n_new 10亿个/q //w 克/q 枯草芽孢杆菌/n_disease 150-/wp 200克/q //w 亩/q 喷雾/n_new 20%二氯/n 异/ag 氰/w 脲/w 酸钠/n_medicine 300-/wp 400倍/q 液/ng 灌根/n_new 30%精/a 甲/n ·/w 恶霉灵/n_medicine 15-/wp 18毫升/q //w 亩/q 喷雾/n_new 3%甲/Mg 霜/n ·/w 恶霉灵/n_medicine 500-/wp 700倍/q 液/ng 灌根/n_new 可以/n_new 用/p 以上/f 药剂/n +生根剂/n_medicine 喷淋/n_new 茎杆/n_new 灌根/n_new 防治/vn ,[],"['根腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵', '恶霉灵', '生根剂']"
331-1,脐腐病/n_disease -/wp 这种/r 情况/n 是/vshi 由于/p 生理性/n_new 缺钙/n_disease 造成/v   建议/n 叶面喷施/n_new 氨基酸/n_medicine 钙/n 或/c 糖醇钙/n_medicine +碧护/n_medicine +磷酸二氢钾/n_medicine 喷雾/n_new 调节/n_new 防治/vn ,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
331-2,脐腐病/n_disease 叶面喷施/n_new 熬/v 合钙肥/n_medicine 缓解/n_new ,[],['脐腐病'],['合钙肥']
331-3,缺钙/n_disease 引起/v 的/ude1 脐腐病/n_disease ,[],"['缺钙', '脐腐病']",[]
332-1,考虑/n_new 用药不当/n_disease 引起/v 的/ude1 药害/n_new ，叶面喷施/n_new 磷酸二氢钾/n_medicine 加/b 氨基酸叶面肥/n_medicine 加芸/nr2 苔/ng 素/ag 或者/c 碧护/n_medicine 缓解/n_new ，或者/c 喷施/n_new 天/qt 达/v 2116缓解/n_new 。/wj ,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
332-2,叶斑病/n_disease 叶面喷施/n_new 苯醚甲环唑/n_medicine 加/v 中/f 生/v 霉素/n_new 防治/v ,[],['叶斑病'],['苯醚甲环唑']
332-3,叶斑病/n_disease ，可用/v 戊唑醇/n_medicine ，嘧菌酯/n_medicine ，苯醚甲环唑/n_medicine 防治/vn ,[],['叶斑病'],"['戊唑醇', '嘧菌酯', '苯醚甲环唑']"
333-1,茎基腐病/n_disease 用/v 甲霜恶霉灵/n_medicine 枯草芽孢杆菌/n_disease 灌根/n_new ,[],"['茎基腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
333-2,茎基腐病/n_disease 属于土/n_new 传播/vn 疾病/n ，由/p 土壤/n 中/f 残留/v 病菌/n 传染/v 导致/v 建议/n 用/p 25%甲/Mg 霜/n ·/w 霜霉威/n_medicine 125-/wp 187克/q //w 亩/q 喷雾/n_new 50%王铜/n_medicine ·/w 甲霜灵/n_medicine 100-/wp 125克/q //w 亩/q 喷雾/n_new 56%甲/Mg 硫/n ·/w 恶霉灵/n_medicine 600-/wp 800倍/q 液/ng 灌根/n_new 10亿个/q //w 克/q 枯草芽孢杆菌/n_disease 150-/wp 200克/q //w 亩/q 喷雾/n_new 20%二氯/n 异/ag 氰/w 脲/w 酸钠/n_medicine 300-/wp 400倍/q 液/ng 灌根/n_new 30%精/a 甲/n ·/w 恶霉灵/n_medicine 15-/wp 18毫升/q //w 亩/q 喷雾/n_new 3%甲/Mg 霜/n ·/w 恶霉灵/n_medicine 500-/wp 700倍/q 液/ng 灌根/n_new 可以/n_new 用/p 以上/f 药剂/n +生根剂/n_medicine 喷淋/n_new 茎杆/n_new 灌根/n_new 防治/vn ,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵', '恶霉灵', '生根剂']"
